 eps (GeV/fm^3)   P (GeV/fm^3)      s (fm^-3)    n_b (fm^-3)
 141.9156407360  43.9531915646  351.3588512298   0.0000000000
 143.0087214016  44.3055819380  353.4232138484   0.0000000000
 144.1080663644  44.6600406313  355.4954934006   0.0000000000
 145.2136994296  45.0165755688  357.5757048841   0.0000000000
 146.3256444469  45.3751946900  359.6638632963   0.0000000000
 147.4439253111  45.7359059494  361.7599836338   0.0000000000
 148.5685659616  46.0987173162  363.8640808931   0.0000000000
 149.6995903825  46.4636367751  365.9761700701   0.0000000000
 150.8370226028  46.8306723254  368.0962661604   0.0000000000
 151.9808866961  47.1998319814  370.2243841589   0.0000000000
 153.1312067809  47.5711237726  372.3605390604   0.0000000000
 154.2880070204  47.9445557435  374.5047458590   0.0000000000
 155.4513116225  48.3201359533  376.6570195487   0.0000000000
 156.6211448400  48.6978724765  378.8173751228   0.0000000000
 157.7975309704  49.0777734025  380.9858275744   0.0000000000
 158.9804943558  49.4598468357  383.1623918961   0.0000000000
 160.1700593834  49.8441008953  385.3470830801   0.0000000000
 161.3662504848  50.2305437158  387.5399161182   0.0000000000
 162.5690921366  50.6191834465  389.7409060020   0.0000000000
 163.7786088602  51.0100282517  391.9500677224   0.0000000000
 164.9948252215  51.4030863109  394.1674162703   0.0000000000
 166.2177658315  51.7983658182  396.3929666358   0.0000000000
 167.4474553457  52.1958749831  398.6267338090   0.0000000000
 168.6839184646  52.5956220297  400.8687327795   0.0000000000
 169.9271799331  52.9976151975  403.1189785365   0.0000000000
 171.1772645414  53.4018627407  405.3774860688   0.0000000000
 172.4341971240  53.8083729286  407.6442703650   0.0000000000
 173.6980025604  54.2171540454  409.9193464133   0.0000000000
 174.9687057749  54.6282143903  412.2027292015   0.0000000000
 176.2463317364  55.0415622777  414.4944337170   0.0000000000
 177.5309054587  55.4572060367  416.7944749471   0.0000000000
 178.8224520005  55.8751540115  419.1028678785   0.0000000000
 180.1209964649  56.2954145613  421.4196274977   0.0000000000
 181.4265640001  56.7179960604  423.7447687909   0.0000000000
 182.7391797990  57.1429068978  426.0783067439   0.0000000000
 184.0588690993  57.5701554778  428.4202563422   0.0000000000
 185.3856571833  57.9997502194  430.7706325711   0.0000000000
 186.7195693783  58.4316995568  433.1294504153   0.0000000000
 188.0606310563  58.8660119391  435.4967248595   0.0000000000
 189.4088676340  59.3026958303  437.8724708879   0.0000000000
 190.7643045730  59.7417597097  440.2567034845   0.0000000000
 192.1269673797  60.1832120712  442.6494376330   0.0000000000
 193.4968816050  60.6270614238  445.0506883167   0.0000000000
 194.8740728450  61.0733162916  447.4604705187   0.0000000000
 196.2585667404  61.5219852137  449.8787992217   0.0000000000
 197.6503889765  61.9730767439  452.3056894083   0.0000000000
 199.0495652836  62.4265994513  454.7411560607   0.0000000000
 200.4561214367  62.8825619198  457.1852141607   0.0000000000
 201.8700832557  63.3409727484  459.6378786901   0.0000000000
 203.2914766052  63.8018405510  462.0991646301   0.0000000000
 204.7203273945  64.2651739565  464.5690869619   0.0000000000
 206.1566615777  64.7309816087  467.0476606664   0.0000000000
 207.6005051540  65.1992721666  469.5349007240   0.0000000000
 209.0518841670  65.6700543040  472.0308221150   0.0000000000
 210.5108247052  66.1433367096  474.5354398195   0.0000000000
 211.9773529019  66.6191280874  477.0487688173   0.0000000000
 213.4514949354  67.0974371560  479.5708240878   0.0000000000
 214.9332770284  67.5782726493  482.1016206104   0.0000000000
 216.4227254487  68.0616433160  484.6411733639   0.0000000000
 217.9198665087  68.5475579198  487.1894973273   0.0000000000
 219.4247265657  69.0360252394  489.7466074789   0.0000000000
 220.9373320218  69.5270540684  492.3125187971   0.0000000000
 222.4577093239  70.0206532157  494.8872462598   0.0000000000
 223.9858849635  70.5168315047  497.4708048449   0.0000000000
 225.5218854772  71.0155977741  500.0632095299   0.0000000000
 227.0657374461  71.5169608774  502.6644752921   0.0000000000
 228.6174674963  72.0209296833  505.2746171087   0.0000000000
 230.1771022986  72.5275130753  507.8936499563   0.0000000000
 231.7446685687  73.0367199519  510.5215888118   0.0000000000
 233.3201930669  73.5485592266  513.1584486514   0.0000000000
 234.9037025985  74.0630398279  515.8042444513   0.0000000000
 236.4952240134  74.5801706992  518.4589911876   0.0000000000
 238.0947842065  75.0999607989  521.1227038359   0.0000000000
 239.7024101173  75.6224191005  523.7953973717   0.0000000000
 241.3181287303  76.1475545922  526.4770867704   0.0000000000
 242.9419670747  76.6753762776  529.1677870071   0.0000000000
 244.5739522244  77.2058931749  531.8675130566   0.0000000000
 246.2141112982  77.7391143173  534.5762798936   0.0000000000
 247.8624714598  78.2750487532  537.2941024927   0.0000000000
 249.5190599175  78.8137055459  540.0209958279   0.0000000000
 251.1839039245  79.3550937735  542.7569748735   0.0000000000
 252.8570307788  79.8992225292  545.5020546033   0.0000000000
 254.5384678232  80.4461009212  548.2562499909   0.0000000000
 256.2282424453  80.9957380727  551.0195760099   0.0000000000
 257.9263820775  81.5481431218  553.7920476335   0.0000000000
 259.6329141970  82.1033252215  556.5736798347   0.0000000000
 261.3478663258  82.6612935400  559.3644875866   0.0000000000
 263.0712660306  83.2220572602  562.1644858617   0.0000000000
 264.8031409231  83.7856255802  564.9736896326   0.0000000000
 266.5435186598  84.3520077129  567.7921138717   0.0000000000
 268.2924269417  84.9212128864  570.6197735511   0.0000000000
 270.0498935150  85.4932503435  573.4566836428   0.0000000000
 271.8159461704  86.0681293422  576.3028591185   0.0000000000
 273.5906127436  86.6458591552  579.1583149499   0.0000000000
 275.3739211151  87.2264490705  582.0230661085   0.0000000000
 277.1658992099  87.8099083909  584.8971275654   0.0000000000
 278.9665749983  88.3962464341  587.7805142918   0.0000000000
 280.7759764950  88.9854725329  590.6732412586   0.0000000000
 282.5941317597  89.5775960350  593.5753234365   0.0000000000
 284.4210688969  90.1726263031  596.4867757962   0.0000000000
 286.2568160558  90.7705727150  599.4076133080   0.0000000000
 288.1014014305  91.3714446631  602.3378509423   0.0000000000
 289.9548532599  91.9752515552  605.2775036690   0.0000000000
 291.8171998278  92.5820028138  608.2265864582   0.0000000000
 293.6884694625  93.1917078765  611.1851142795   0.0000000000
 295.5686905374  93.8043761957  614.1531021027   0.0000000000
 297.4578914707  94.4200172390  617.1305648971   0.0000000000
 299.3561007252  95.0386404888  620.1175176321   0.0000000000
 301.2633468088  95.6602554426  623.1139752768   0.0000000000
 303.1796582739  96.2848716127  626.1199528002   0.0000000000
 305.1050637179  96.9124985264  629.1354651712   0.0000000000
 307.0395917831  97.5431457263  632.1605273583   0.0000000000
 308.9832711563  98.1768227694  635.1951543303   0.0000000000
 310.9361305694  98.8135392282  638.2393610554   0.0000000000
 312.8981987990  99.4533046898  641.2931625019   0.0000000000
 314.8695046665 100.0961287564  644.3565736380   0.0000000000
 316.8500770381 100.7420210453  647.4296094316   0.0000000000
 318.8399448249 101.3909911885  650.5122848505   0.0000000000
 320.8391369828 102.0430488332  653.6046148624   0.0000000000
 322.8476825124 102.6982036414  656.7066144348   0.0000000000
 324.8656104591 103.3564652902  659.8182985352   0.0000000000
 326.8929499134 104.0178434716  662.9396821308   0.0000000000
 328.9297300103 104.6823478926  666.0707801888   0.0000000000
 330.9759799297 105.3499882751  669.2116076761   0.0000000000
 333.0317288964 106.0207743561  672.3621795597   0.0000000000
 335.0970061799 106.6947158874  675.5225108062   0.0000000000
 337.1718410946 107.3718226358  678.6926163823   0.0000000000
 339.2562629997 108.0521043833  681.8725112545   0.0000000000
 341.3503012992 108.7355709264  685.0622103890   0.0000000000
 343.4539854418 109.4222320771  688.2617287522   0.0000000000
 345.5673449214 110.1120976620  691.4710813101   0.0000000000
 347.6904092762 110.8051775228  694.6902830287   0.0000000000
 349.8232080895 111.5014815161  697.9193488739   0.0000000000
 351.9657709895 112.2010195136  701.1582938113   0.0000000000
 354.1181276490 112.9038014017  704.4071328066   0.0000000000
 356.2803077858 113.6098370822  707.6658808253   0.0000000000
 358.4523411624 114.3191364714  710.9345528328   0.0000000000
 360.6342575861 115.0317095008  714.2131637942   0.0000000000
 362.8260869091 115.7475661169  717.5017286748   0.0000000000
 365.0278590284 116.4667162811  720.8002624395   0.0000000000
 367.2396038858 117.1891699698  724.1087800532   0.0000000000
 369.4613514680 117.9149371742  727.4272964809   0.0000000000
 371.6931318063 118.6440279007  730.7558266870   0.0000000000
 373.9349749771 119.3764521705  734.0943856362   0.0000000000
 376.1869111013 120.1122200198  737.4429882930   0.0000000000
 378.4489703451 120.8513415000  740.8016496217   0.0000000000
 380.7211829189 121.5938266770  744.1703845865   0.0000000000
 383.0035790784 122.3396856320  747.5492081515   0.0000000000
 385.2961891240 123.0889284611  750.9381352809   0.0000000000
 387.5990434009 123.8415652754  754.3371809384   0.0000000000
 389.9121722989 124.5976062008  757.7463600880   0.0000000000
 392.2356062531 125.3570613784  761.1656876933   0.0000000000
 394.5693757429 126.1199409640  764.5951787180   0.0000000000
 396.9135112929 126.8862551286  768.0348481254   0.0000000000
 399.2680434724 127.6560140581  771.4847108791   0.0000000000
 401.6330028955 128.4292279531  774.9447819424   0.0000000000
 404.0084202210 129.2059070297  778.4150762784   0.0000000000
 406.3943261528 129.9860615185  781.8956088503   0.0000000000
 408.7907514395 130.7697016651  785.3863946210   0.0000000000
 411.1977268744 131.5568377304  788.8874485535   0.0000000000
 413.6152832957 132.3474799899  792.3987856106   0.0000000000
 416.0434515866 133.1416387343  795.9204207550   0.0000000000
 418.4822626748 133.9393242691  799.4523689493   0.0000000000
 420.9317475331 134.7405469149  802.9946451560   0.0000000000
 423.3919371789 135.5453170071  806.5472643377   0.0000000000
 425.8628626747 136.3536448962  810.1102414566   0.0000000000
 428.3445551275 137.1655409477  813.6835914751   0.0000000000
 430.8370456894 137.9810155418  817.2673293552   0.0000000000
 433.3403655572 138.8000790740  820.8614700590   0.0000000000
 435.8545459724 139.6227419545  824.4660285486   0.0000000000
 438.3796182216 140.4490146087  828.0810197858   0.0000000000
 440.9156136361 141.2789074766  831.7064587324   0.0000000000
 443.4625635919 142.1124310137  835.3423603503   0.0000000000
 446.0204995099 142.9495956899  838.9887396009   0.0000000000
 448.5894528561 143.7904119904  842.6456114459   0.0000000000
 451.1694551408 144.6348904153  846.3129908467   0.0000000000
 453.7605379196 145.4830414796  849.9908927648   0.0000000000
 456.3627327926 146.3348757133  853.6793321613   0.0000000000
 458.9760714049 147.1904036614  857.3783239977   0.0000000000
 461.6005854465 148.0496358838  861.0878832349   0.0000000000
 464.2363066520 148.9125829553  864.8080248340   0.0000000000
 466.8832668009 149.7792554659  868.5387637561   0.0000000000
 469.5414977177 150.6496640203  872.2801149620   0.0000000000
 472.2110312715 151.5238192382  876.0320934126   0.0000000000
 474.8918993763 152.4017317545  879.7947140685   0.0000000000
 477.5841339911 153.2834122188  883.5679918905   0.0000000000
 480.2877671193 154.1688712957  887.3519418391   0.0000000000
 483.0028308097 155.0581196648  891.1465788749   0.0000000000
 485.7293571554 155.9511680208  894.9519179583   0.0000000000
 488.4673782946 156.8480270731  898.7679740497   0.0000000000
 491.2169264104 157.7487075462  902.5947621093   0.0000000000
 493.9780337305 158.6532201796  906.4322970973   0.0000000000
 496.7507325276 159.5615757277  910.2805939740   0.0000000000
 499.5350551191 160.4737849598  914.1396676993   0.0000000000
 502.3310338673 161.3898586603  918.0095332333   0.0000000000
 505.1387011794 162.3098076285  921.8902055359   0.0000000000
 507.9580895073 163.2336426787  925.7816995669   0.0000000000
 510.7892313478 164.1613746399  929.6840302861   0.0000000000
 513.6321592425 165.0930143564  933.5972126533   0.0000000000
 516.4869057779 166.0285726874  937.5212616281   0.0000000000
 519.3535035851 166.9680605069  941.4561921701   0.0000000000
 522.2319853404 167.9114887039  945.4020192387   0.0000000000
 525.1223837645 168.8588681825  949.3587577935   0.0000000000
 528.0247316234 169.8102098617  953.3264227938   0.0000000000
 530.9390617275 170.7655246752  957.3050291989   0.0000000000
 533.8654069324 171.7248235722  961.2945919680   0.0000000000
 536.8038001381 172.6881175163  965.2951260604   0.0000000000
 539.7542742899 173.6554174864  969.3066464351   0.0000000000
 542.7168623775 174.6267344762  973.3291680513   0.0000000000
 545.6915974359 175.6020794946  977.3627058678   0.0000000000
 548.6785125444 176.5814635650  981.4072748436   0.0000000000
 551.6776408276 177.5648977263  985.4628899377   0.0000000000
 554.6890154546 178.5523930319  989.5295661087   0.0000000000
 557.7126696395 179.5439605505  993.6073183154   0.0000000000
 560.7486366412 180.5396113656  997.6961615165   0.0000000000
 563.7969497634 181.5393565755 1001.7961106706   0.0000000000
 566.8576423547 182.5432072939 1005.9071807363   0.0000000000
 569.9307478084 183.5511746490 1010.0293866721   0.0000000000
 573.0162995628 184.5632697842 1014.1627434364   0.0000000000
 576.1143311009 185.5795038578 1018.3072659875   0.0000000000
 579.2248759506 186.5998880430 1022.4629692839   0.0000000000
 582.3479676846 187.6244335282 1026.6298682838   0.0000000000
 585.4836399204 188.6531515165 1030.8079779453   0.0000000000
 588.6319263205 189.6860532260 1034.9973132267   0.0000000000
 591.7928605919 190.7231498898 1039.1978890860   0.0000000000
 594.9664764869 191.7644527560 1043.4097204813   0.0000000000
 598.1528078021 192.8099730876 1047.6328223705   0.0000000000
 601.3518883794 193.8597221626 1051.8672097116   0.0000000000
 604.5637521052 194.9137112738 1056.1128974625   0.0000000000
 607.7884329110 195.9719517293 1060.3699005809   0.0000000000
 611.0259647729 197.0344548518 1064.6382340247   0.0000000000
 614.2763817120 198.1012319791 1068.9179127515   0.0000000000
 617.5397177942 199.1722944640 1073.2089517190   0.0000000000
 620.8160071300 200.2476536743 1077.5113658849   0.0000000000
 624.1052838752 201.3273209925 1081.8251702067   0.0000000000
 627.4075822299 202.4113078164 1086.1503796418   0.0000000000
 630.7229364396 203.4996255585 1090.4870091478   0.0000000000
 634.0513807940 204.5922856464 1094.8350736820   0.0000000000
 637.3929496283 205.6892995225 1099.1945882018   0.0000000000
 640.7476773219 206.7906786444 1103.5655676645   0.0000000000
 644.1155982995 207.8964344845 1107.9480270273   0.0000000000
 647.4967470305 209.0065785301 1112.3419812475   0.0000000000
 650.8911580290 210.1211222836 1116.7474452823   0.0000000000
 654.2988658541 211.2400772622 1121.1644340886   0.0000000000
 657.7199051097 212.3634549983 1125.5929626236   0.0000000000
 661.1543104444 213.4912670390 1130.0330458443   0.0000000000
 664.6021165518 214.6235249466 1134.4846987076   0.0000000000
 668.0633581703 215.7602402980 1138.9479361705   0.0000000000
 671.5380700831 216.9014246854 1143.4227731898   0.0000000000
 675.0262871181 218.0470897159 1147.9092247224   0.0000000000
 678.5280441484 219.1972470114 1152.4073057250   0.0000000000
 682.0433760916 220.3519082088 1156.9170311544   0.0000000000
 685.5723179103 221.5110849601 1161.4384159673   0.0000000000
 689.1149046118 222.6747889322 1165.9714751202   0.0000000000
 692.6711712484 223.8430318068 1170.5162235698   0.0000000000
 696.2411529171 225.0158252807 1175.0726762727   0.0000000000
 699.8248847598 226.1931810657 1179.6408481854   0.0000000000
 703.4224019632 227.3751108885 1184.2207542643   0.0000000000
 707.0337397589 228.5616264907 1188.8124094658   0.0000000000
 710.6589334233 229.7527396288 1193.4158287463   0.0000000000
 714.2980182776 230.9484620745 1198.0310270623   0.0000000000
 717.9510296879 232.1488056143 1202.6580193699   0.0000000000
 721.6180030651 233.3537820495 1207.2968206254   0.0000000000
 725.2989738649 234.5634031968 1211.9474457850   0.0000000000
 728.9939775879 235.7776808874 1216.6099098050   0.0000000000
 732.7030497796 236.9966269677 1221.2842276414   0.0000000000
 736.4262260300 238.2202532989 1225.9704142503   0.0000000000
 740.1635419744 239.4485717574 1230.6684845878   0.0000000000
 743.9150332927 240.6815942343 1235.3784536098   0.0000000000
 747.6807357096 241.9193326359 1240.1003362725   0.0000000000
 751.4606849946 243.1617988831 1244.8341475316   0.0000000000
